TI=0.05 | U_mean=4.00 | Ct_used=0.92 | D=178.00 | rho=1.22 | Ct_path=inputs/turbie_inputs/CT.txt | param_path=inputs/turbie_inputs/turbie_parameters.txt | wind_file=wind_4_ms_TI_0.1.txt | ct_mode=mean
Sampling_rate_Hz=100.00
t[s]	U[m/s]	x_blade[m]	x_tower[m]	v_blade[m/s]	v_tower[m/s]
273.83 3.89 0.12 0.08 0.01 0.02
273.84 3.89 0.12 0.08 0.02 0.02
273.85 3.88 0.12 0.08 0.03 0.02
273.86 3.88 0.12 0.08 0.04 0.01
273.87 3.88 0.12 0.08 0.05 0.01
273.88 3.88 0.12 0.08 0.07 0.01
273.89 3.88 0.13 0.08 0.08 0.01
273.90 3.88 0.13 0.08 0.09 0.01
273.91 3.87 0.13 0.08 0.10 0.01
273.92 3.87 0.13 0.08 0.11 0.00
273.93 3.87 0.13 0.08 0.12 0.00
273.94 3.86 0.13 0.08 0.13 0.00
273.95 3.86 0.13 0.08 0.14 -0.00
273.96 3.85 0.13 0.08 0.15 -0.00
273.97 3.85 0.14 0.08 0.16 -0.00
273.98 3.85 0.14 0.08 0.17 -0.01
273.99 3.85 0.14 0.08 0.18 -0.01
274.00 3.86 0.14 0.08 0.19 -0.01
274.01 3.87 0.14 0.08 0.20 -0.01
274.02 3.88 0.14 0.08 0.21 -0.01
274.03 3.89 0.15 0.08 0.21 -0.01
274.04 3.90 0.15 0.08 0.22 -0.01
274.05 3.91 0.15 0.08 0.23 -0.02
274.06 3.92 0.15 0.08 0.24 -0.02
274.07 3.93 0.16 0.08 0.24 -0.02
274.08 3.94 0.16 0.08 0.25 -0.02
274.09 3.94 0.16 0.08 0.26 -0.02
274.10 3.95 0.16 0.08 0.26 -0.02
274.11 3.95 0.17 0.08 0.27 -0.02
274.12 3.94 0.17 0.08 0.28 -0.02
274.13 3.94 0.17 0.08 0.28 -0.02
274.14 3.94 0.17 0.08 0.29 -0.03
274.15 3.94 0.18 0.08 0.29 -0.03
274.16 3.94 0.18 0.08 0.29 -0.03
274.17 3.94 0.18 0.08 0.30 -0.03
274.18 3.94 0.19 0.08 0.30 -0.03
274.19 3.94 0.19 0.08 0.30 -0.03
274.20 3.95 0.19 0.08 0.30 -0.03
274.21 3.95 0.20 0.08 0.31 -0.03
274.22 3.96 0.20 0.08 0.31 -0.03
274.23 3.97 0.20 0.08 0.31 -0.03
274.24 3.98 0.20 0.08 0.31 -0.03
274.25 3.98 0.21 0.08 0.31 -0.03
274.26 3.99 0.21 0.08 0.31 -0.03
274.27 3.99 0.21 0.08 0.31 -0.03
274.28 3.99 0.22 0.08 0.31 -0.03
274.29 3.98 0.22 0.08 0.30 -0.03
274.30 3.98 0.22 0.08 0.30 -0.03
274.31 3.98 0.23 0.08 0.30 -0.03
274.32 3.97 0.23 0.07 0.30 -0.03
274.33 3.96 0.23 0.07 0.29 -0.03
274.34 3.96 0.23 0.07 0.29 -0.03
274.35 3.96 0.24 0.07 0.28 -0.03
274.36 3.96 0.24 0.07 0.28 -0.03
274.37 3.96 0.24 0.07 0.27 -0.03
274.38 3.97 0.25 0.07 0.27 -0.03
274.39 3.98 0.25 0.07 0.26 -0.03
274.40 3.99 0.25 0.07 0.25 -0.03
274.41 4.00 0.25 0.07 0.25 -0.03
274.42 4.02 0.26 0.07 0.24 -0.03
274.43 4.04 0.26 0.07 0.23 -0.03
274.44 4.05 0.26 0.07 0.22 -0.03
274.45 4.07 0.26 0.07 0.22 -0.02
274.46 4.08 0.26 0.07 0.21 -0.02
274.47 4.09 0.27 0.07 0.20 -0.02
274.48 4.10 0.27 0.07 0.19 -0.02
274.49 4.11 0.27 0.07 0.18 -0.02
274.50 4.12 0.27 0.07 0.17 -0.02
274.51 4.12 0.27 0.07 0.17 -0.02
274.52 4.12 0.28 0.07 0.16 -0.02
274.53 4.11 0.28 0.07 0.15 -0.02
274.54 4.11 0.28 0.07 0.14 -0.02
274.55 4.10 0.28 0.07 0.13 -0.01
274.56 4.08 0.28 0.07 0.12 -0.01
274.57 4.07 0.28 0.07 0.11 -0.01
274.58 4.06 0.28 0.07 0.09 -0.01
274.59 4.05 0.28 0.07 0.08 -0.01
274.60 4.04 0.29 0.07 0.07 -0.01
274.61 4.03 0.29 0.07 0.06 -0.01
274.62 4.02 0.29 0.07 0.05 -0.01
274.63 4.02 0.29 0.07 0.04 -0.00
274.64 4.02 0.29 0.07 0.02 -0.00
274.65 4.02 0.29 0.07 0.01 -0.00
274.66 4.03 0.29 0.07 -0.00 -0.00
274.67 4.04 0.29 0.07 -0.01 0.00
274.68 4.05 0.29 0.07 -0.02 0.00
274.69 4.06 0.29 0.07 -0.04 0.00
274.70 4.07 0.29 0.07 -0.05 0.00
274.71 4.08 0.29 0.07 -0.06 0.01
274.72 4.09 0.29 0.07 -0.07 0.01
274.73 4.10 0.28 0.07 -0.08 0.01
274.74 4.11 0.28 0.07 -0.09 0.01
274.75 4.11 0.28 0.07 -0.10 0.01
274.76 4.10 0.28 0.07 -0.11 0.01
274.77 4.10 0.28 0.07 -0.12 0.01
274.78 4.09 0.28 0.07 -0.13 0.01
274.79 4.08 0.28 0.07 -0.14 0.01
274.80 4.07 0.28 0.07 -0.15 0.02
274.81 4.06 0.27 0.07 -0.16 0.02
274.82 4.05 0.27 0.07 -0.17 0.02
274.83 4.05 0.27 0.07 -0.18 0.02
274.84 4.04 0.27 0.07 -0.19 0.02
274.85 4.05 0.27 0.07 -0.20 0.02
274.86 4.05 0.27 0.07 -0.21 0.02
274.87 4.06 0.26 0.07 -0.22 0.02
274.88 4.06 0.26 0.07 -0.22 0.02
274.89 4.07 0.26 0.07 -0.23 0.02
274.90 4.08 0.26 0.07 -0.24 0.02
274.91 4.08 0.25 0.07 -0.24 0.03
274.92 4.08 0.25 0.07 -0.25 0.03
274.93 4.08 0.25 0.07 -0.26 0.03
274.94 4.07 0.25 0.07 -0.26 0.03
274.95 4.07 0.24 0.07 -0.27 0.03
274.96 4.06 0.24 0.07 -0.27 0.03
274.97 4.05 0.24 0.07 -0.28 0.03
274.98 4.04 0.24 0.07 -0.28 0.03
274.99 4.03 0.23 0.07 -0.28 0.03
275.00 4.02 0.23 0.07 -0.29 0.03
275.01 4.01 0.23 0.07 -0.29 0.03
275.02 4.00 0.22 0.07 -0.29 0.03
275.03 4.00 0.22 0.07 -0.29 0.03
275.04 4.00 0.22 0.08 -0.30 0.03
275.05 4.01 0.22 0.08 -0.30 0.03
275.06 4.01 0.21 0.08 -0.30 0.03
275.07 4.01 0.21 0.08 -0.30 0.03
275.08 4.01 0.21 0.08 -0.30 0.03
275.09 4.01 0.20 0.08 -0.30 0.03
275.10 4.01 0.20 0.08 -0.30 0.03
275.11 4.01 0.20 0.08 -0.30 0.03
275.12 4.00 0.19 0.08 -0.29 0.03
275.13 4.00 0.19 0.08 -0.29 0.03
275.14 3.99 0.19 0.08 -0.29 0.03
275.15 3.98 0.19 0.08 -0.29 0.03
275.16 3.98 0.18 0.08 -0.28 0.03
275.17 3.98 0.18 0.08 -0.28 0.02
275.18 3.98 0.18 0.08 -0.27 0.02
275.19 3.99 0.17 0.08 -0.27 0.02
275.20 4.00 0.17 0.08 -0.26 0.02
275.21 4.01 0.17 0.08 -0.26 0.02
275.22 4.03 0.17 0.08 -0.25 0.02
275.23 4.05 0.16 0.08 -0.25 0.02
275.24 4.07 0.16 0.08 -0.24 0.02
275.25 4.08 0.16 0.08 -0.23 0.02
275.26 4.09 0.16 0.08 -0.22 0.02
275.27 4.10 0.16 0.08 -0.21 0.01
275.28 4.11 0.15 0.08 -0.20 0.01
275.29 4.10 0.15 0.08 -0.19 0.01
275.30 4.10 0.15 0.08 -0.18 0.01
275.31 4.09 0.15 0.08 -0.17 0.01
275.32 4.08 0.15 0.08 -0.16 0.01
275.33 4.06 0.14 0.08 -0.15 0.01
275.34 4.05 0.14 0.08 -0.14 0.01
275.35 4.04 0.14 0.08 -0.13 0.00
275.36 4.03 0.14 0.08 -0.12 0.00
275.37 4.03 0.14 0.08 -0.11 0.00
275.38 4.03 0.14 0.08 -0.10 -0.00
275.39 4.03 0.14 0.08 -0.09 -0.00
275.40 4.04 0.14 0.08 -0.08 -0.00
275.41 4.05 0.13 0.08 -0.07 -0.00
275.42 4.05 0.13 0.08 -0.06 -0.01
275.43 4.06 0.13 0.08 -0.05 -0.01
275.44 4.06 0.13 0.08 -0.04 -0.01
275.45 4.05 0.13 0.08 -0.02 -0.01
275.46 4.05 0.13 0.08 -0.01 -0.01
275.47 4.03 0.13 0.08 -0.00 -0.01
275.48 4.01 0.13 0.08 0.01 -0.02
275.49 3.99 0.13 0.08 0.02 -0.02
275.50 3.97 0.13 0.08 0.03 -0.02
275.51 3.94 0.13 0.08 0.04 -0.02
275.52 3.92 0.13 0.08 0.05 -0.02
275.53 3.90 0.13 0.08 0.06 -0.02
275.54 3.89 0.14 0.08 0.07 -0.02
275.55 3.88 0.14 0.08 0.08 -0.03
275.56 3.87 0.14 0.08 0.09 -0.03
275.57 3.87 0.14 0.08 0.10 -0.03
275.58 3.88 0.14 0.08 0.11 -0.03
275.59 3.89 0.14 0.08 0.12 -0.03
275.60 3.90 0.14 0.08 0.13 -0.03
275.61 3.91 0.14 0.08 0.13 -0.03
275.62 3.92 0.14 0.08 0.14 -0.03
275.63 3.92 0.15 0.08 0.15 -0.04
275.64 3.92 0.15 0.08 0.16 -0.04
275.65 3.92 0.15 0.08 0.17 -0.04
275.66 3.91 0.15 0.08 0.17 -0.04
275.67 3.90 0.15 0.08 0.18 -0.04
275.68 3.88 0.15 0.08 0.19 -0.04
275.69 3.86 0.16 0.07 0.19 -0.04
275.70 3.85 0.16 0.07 0.20 -0.04
275.71 3.83 0.16 0.07 0.20 -0.04
275.72 3.82 0.16 0.07 0.21 -0.04
275.73 3.81 0.16 0.07 0.21 -0.04
275.74 3.81 0.17 0.07 0.21 -0.05
275.75 3.81 0.17 0.07 0.22 -0.05
275.76 3.82 0.17 0.07 0.22 -0.05
275.77 3.84 0.17 0.07 0.22 -0.05
275.78 3.86 0.17 0.07 0.23 -0.05
275.79 3.88 0.18 0.07 0.23 -0.05
275.80 3.90 0.18 0.07 0.23 -0.05
275.81 3.91 0.18 0.07 0.23 -0.05
275.82 3.93 0.18 0.07 0.23 -0.05
275.83 3.94 0.19 0.07 0.23 -0.05
275.84 3.95 0.19 0.07 0.24 -0.05
275.85 3.95 0.19 0.07 0.24 -0.05
275.86 3.95 0.19 0.07 0.24 -0.05
275.87 3.94 0.20 0.07 0.24 -0.05
275.88 3.93 0.20 0.07 0.24 -0.05
275.89 3.92 0.20 0.07 0.23 -0.05
275.90 3.90 0.20 0.06 0.23 -0.05
275.91 3.89 0.21 0.06 0.23 -0.05
275.92 3.88 0.21 0.06 0.23 -0.05
275.93 3.87 0.21 0.06 0.22 -0.05
275.94 3.87 0.21 0.06 0.22 -0.05
275.95 3.86 0.21 0.06 0.22 -0.05
275.96 3.86 0.22 0.06 0.21 -0.05
275.97 3.87 0.22 0.06 0.21 -0.05
275.98 3.87 0.22 0.06 0.20 -0.05
275.99 3.88 0.22 0.06 0.20 -0.04
276.00 3.88 0.22 0.06 0.19 -0.04
276.01 3.89 0.23 0.06 0.19 -0.04
276.02 3.90 0.23 0.06 0.18 -0.04
276.03 3.90 0.23 0.06 0.17 -0.04
276.04 3.91 0.23 0.06 0.17 -0.04
276.05 3.91 0.23 0.06 0.16 -0.04
276.06 3.92 0.23 0.06 0.15 -0.04
276.07 3.92 0.24 0.06 0.15 -0.04
276.08 3.91 0.24 0.06 0.14 -0.04
276.09 3.91 0.24 0.06 0.13 -0.04
276.10 3.91 0.24 0.06 0.12 -0.03
276.11 3.90 0.24 0.06 0.11 -0.03
276.12 3.89 0.24 0.06 0.11 -0.03
276.13 3.88 0.24 0.06 0.10 -0.03
276.14 3.88 0.24 0.05 0.09 -0.03
276.15 3.87 0.25 0.05 0.08 -0.03
276.16 3.86 0.25 0.05 0.07 -0.03
276.17 3.85 0.25 0.05 0.06 -0.03
276.18 3.84 0.25 0.05 0.05 -0.02
276.19 3.84 0.25 0.05 0.04 -0.02
276.20 3.83 0.25 0.05 0.03 -0.02
276.21 3.83 0.25 0.05 0.02 -0.02
276.22 3.83 0.25 0.05 0.01 -0.02
276.23 3.84 0.25 0.05 -0.00 -0.02
276.24 3.84 0.25 0.05 -0.01 -0.02
276.25 3.84 0.25 0.05 -0.02 -0.02
276.26 3.85 0.25 0.05 -0.04 -0.01
276.27 3.86 0.25 0.05 -0.05 -0.01
276.28 3.86 0.25 0.05 -0.06 -0.01
276.29 3.87 0.25 0.05 -0.07 -0.01
276.30 3.87 0.25 0.05 -0.08 -0.01
276.31 3.88 0.24 0.05 -0.09 -0.01
276.32 3.88 0.24 0.05 -0.10 -0.01
276.33 3.88 0.24 0.05 -0.10 -0.00
276.34 3.88 0.24 0.05 -0.11 -0.00
276.35 3.88 0.24 0.05 -0.12 -0.00
276.36 3.88 0.24 0.05 -0.13 -0.00
276.37 3.88 0.24 0.05 -0.14 0.00
276.38 3.89 0.24 0.05 -0.15 0.00
276.39 3.89 0.23 0.05 -0.16 0.00
276.40 3.90 0.23 0.05 -0.17 0.00
276.41 3.91 0.23 0.05 -0.17 0.01
276.42 3.92 0.23 0.05 -0.18 0.01
276.43 3.93 0.23 0.05 -0.19 0.01
276.44 3.94 0.23 0.05 -0.19 0.01
276.45 3.96 0.22 0.05 -0.20 0.01
276.46 3.97 0.22 0.05 -0.21 0.01
276.47 3.98 0.22 0.05 -0.21 0.01
276.48 3.99 0.22 0.05 -0.22 0.01
276.49 4.00 0.22 0.05 -0.22 0.01
276.50 4.01 0.21 0.05 -0.23 0.01
276.51 4.01 0.21 0.05 -0.23 0.02
276.52 4.01 0.21 0.05 -0.23 0.02
276.53 4.01 0.21 0.05 -0.24 0.02
276.54 4.01 0.20 0.05 -0.24 0.02
276.55 4.00 0.20 0.05 -0.24 0.02
276.56 4.00 0.20 0.05 -0.24 0.02
276.57 3.99 0.20 0.05 -0.25 0.02
276.58 3.98 0.19 0.05 -0.25 0.02
276.59 3.97 0.19 0.05 -0.25 0.02
276.60 3.96 0.19 0.05 -0.25 0.02
276.61 3.96 0.19 0.05 -0.25 0.02
276.62 3.95 0.18 0.05 -0.25 0.02
276.63 3.94 0.18 0.06 -0.25 0.02
276.64 3.93 0.18 0.06 -0.25 0.02
276.65 3.92 0.18 0.06 -0.25 0.02
276.66 3.92 0.17 0.06 -0.25 0.02
276.67 3.91 0.17 0.06 -0.25 0.02
276.68 3.90 0.17 0.06 -0.25 0.02
276.69 3.90 0.17 0.06 -0.24 0.02
276.70 3.90 0.16 0.06 -0.24 0.02
276.71 3.89 0.16 0.06 -0.24 0.02
276.72 3.88 0.16 0.06 -0.24 0.02
276.73 3.88 0.16 0.06 -0.23 0.02
276.74 3.88 0.16 0.06 -0.23 0.02
276.75 3.87 0.15 0.06 -0.23 0.02
276.76 3.87 0.15 0.06 -0.22 0.02
276.77 3.87 0.15 0.06 -0.22 0.02
276.78 3.86 0.15 0.06 -0.21 0.02
276.79 3.86 0.14 0.06 -0.21 0.02
276.80 3.85 0.14 0.06 -0.20 0.02
276.81 3.85 0.14 0.06 -0.20 0.02
276.82 3.84 0.14 0.06 -0.19 0.02
276.83 3.84 0.14 0.06 -0.18 0.02
276.84 3.84 0.13 0.06 -0.18 0.02
276.85 3.83 0.13 0.06 -0.17 0.02
276.86 3.83 0.13 0.06 -0.17 0.02
276.87 3.83 0.13 0.06 -0.16 0.02
276.88 3.83 0.13 0.06 -0.15 0.02
276.89 3.83 0.13 0.06 -0.14 0.02
276.90 3.83 0.13 0.06 -0.14 0.01
276.91 3.83 0.12 0.06 -0.13 0.01
276.92 3.83 0.12 0.06 -0.12 0.01
276.93 3.83 0.12 0.06 -0.11 0.01
276.94 3.83 0.12 0.06 -0.10 0.01
276.95 3.83 0.12 0.06 -0.09 0.01
276.96 3.83 0.12 0.06 -0.09 0.01
276.97 3.83 0.12 0.06 -0.08 0.01
276.98 3.82 0.12 0.06 -0.07 0.01
276.99 3.81 0.12 0.06 -0.06 0.01
277.00 3.81 0.12 0.06 -0.05 0.01
277.01 3.80 0.12 0.06 -0.04 0.01
277.02 3.79 0.11 0.06 -0.03 0.00
277.03 3.78 0.11 0.06 -0.02 0.00
277.04 3.77 0.11 0.06 -0.01 0.00
277.05 3.76 0.11 0.06 -0.00 0.00
277.06 3.76 0.11 0.06 0.00 0.00
277.07 3.75 0.11 0.06 0.01 -0.00
277.08 3.75 0.11 0.06 0.02 -0.00
277.09 3.75 0.11 0.06 0.03 -0.00
277.10 3.75 0.12 0.06 0.04 -0.00
277.11 3.75 0.12 0.06 0.05 -0.00
277.12 3.76 0.12 0.06 0.06 -0.01
277.13 3.76 0.12 0.06 0.06 -0.01
277.14 3.77 0.12 0.06 0.07 -0.01
277.15 3.78 0.12 0.06 0.08 -0.01
277.16 3.79 0.12 0.06 0.09 -0.01
277.17 3.80 0.12 0.06 0.10 -0.01
277.18 3.81 0.12 0.06 0.11 -0.01
277.19 3.82 0.12 0.06 0.11 -0.01
277.20 3.83 0.12 0.06 0.12 -0.01
277.21 3.83 0.12 0.06 0.13 -0.01
277.22 3.84 0.13 0.06 0.14 -0.01
277.23 3.85 0.13 0.06 0.15 -0.01
277.24 3.85 0.13 0.06 0.15 -0.02
277.25 3.85 0.13 0.06 0.16 -0.02
277.26 3.85 0.13 0.06 0.17 -0.02
277.27 3.85 0.13 0.06 0.17 -0.02
277.28 3.85 0.14 0.06 0.18 -0.02
277.29 3.84 0.14 0.06 0.19 -0.02
277.30 3.83 0.14 0.06 0.19 -0.02
277.31 3.83 0.14 0.06 0.20 -0.02
277.32 3.82 0.14 0.06 0.20 -0.02
277.33 3.81 0.15 0.06 0.21 -0.02
277.34 3.81 0.15 0.06 0.21 -0.02
277.35 3.80 0.15 0.06 0.22 -0.02
277.36 3.80 0.15 0.06 0.22 -0.02
277.37 3.80 0.15 0.06 0.22 -0.02
277.38 3.80 0.16 0.06 0.23 -0.02
277.39 3.81 0.16 0.06 0.23 -0.02
277.40 3.81 0.16 0.06 0.23 -0.02
277.41 3.82 0.16 0.06 0.23 -0.02
277.42 3.83 0.17 0.06 0.23 -0.02
277.43 3.84 0.17 0.06 0.24 -0.02
277.44 3.85 0.17 0.06 0.24 -0.02
277.45 3.86 0.17 0.06 0.24 -0.02
277.46 3.87 0.17 0.06 0.24 -0.02
277.47 3.88 0.18 0.06 0.24 -0.02
277.48 3.88 0.18 0.06 0.24 -0.02
277.49 3.89 0.18 0.06 0.24 -0.02
277.50 3.89 0.18 0.06 0.24 -0.02
277.51 3.90 0.19 0.06 0.24 -0.02
277.52 3.90 0.19 0.06 0.24 -0.02
277.53 3.90 0.19 0.05 0.23 -0.02
277.54 3.90 0.19 0.05 0.23 -0.02
277.55 3.90 0.20 0.05 0.23 -0.02
277.56 3.90 0.20 0.05 0.23 -0.02
277.57 3.90 0.20 0.05 0.22 -0.02
277.58 3.90 0.20 0.05 0.22 -0.02
277.59 3.90 0.21 0.05 0.22 -0.02
277.60 3.91 0.21 0.05 0.21 -0.02
277.61 3.91 0.21 0.05 0.21 -0.01
277.62 3.91 0.21 0.05 0.20 -0.01
277.63 3.91 0.21 0.05 0.20 -0.01
277.64 3.91 0.22 0.05 0.19 -0.01
277.65 3.91 0.22 0.05 0.19 -0.01
277.66 3.91 0.22 0.05 0.18 -0.01
277.67 3.91 0.22 0.05 0.18 -0.01
277.68 3.91 0.22 0.05 0.17 -0.01
277.69 3.91 0.22 0.05 0.17 -0.01
277.70 3.92 0.23 0.05 0.16 -0.01
277.71 3.92 0.23 0.05 0.15 -0.00
277.72 3.92 0.23 0.05 0.14 -0.00
277.73 3.93 0.23 0.05 0.14 -0.00
277.74 3.94 0.23 0.05 0.13 -0.00
277.75 3.94 0.23 0.05 0.12 -0.00
277.76 3.95 0.23 0.05 0.12 0.00
277.77 3.96 0.24 0.05 0.11 0.00
277.78 3.96 0.24 0.05 0.10 0.00
277.79 3.96 0.24 0.05 0.09 0.00
277.80 3.96 0.24 0.05 0.08 0.01
277.81 3.96 0.24 0.05 0.08 0.01
277.82 3.96 0.24 0.05 0.07 0.01
277.83 3.96 0.24 0.05 0.06 0.01
277.84 3.95 0.24 0.05 0.05 0.01
277.85 3.94 0.24 0.05 0.04 0.01
277.86 3.93 0.24 0.05 0.03 0.01
277.87 3.92 0.24 0.05 0.03 0.01
277.88 3.92 0.24 0.05 0.02 0.02
277.89 3.91 0.24 0.05 0.01 0.02
277.90 3.91 0.24 0.05 -0.00 0.02
277.91 3.91 0.24 0.05 -0.01 0.02
277.92 3.91 0.24 0.05 -0.02 0.02
277.93 3.92 0.24 0.05 -0.03 0.02
277.94 3.92 0.24 0.05 -0.04 0.02
277.95 3.93 0.24 0.05 -0.04 0.02
277.96 3.93 0.24 0.06 -0.05 0.03
277.97 3.94 0.24 0.06 -0.06 0.03
277.98 3.94 0.24 0.06 -0.07 0.03
277.99 3.95 0.24 0.06 -0.08 0.03
278.00 3.95 0.24 0.06 -0.08 0.03
278.01 3.95 0.24 0.06 -0.09 0.03
278.02 3.94 0.24 0.06 -0.10 0.03
278.03 3.94 0.24 0.06 -0.11 0.03
278.04 3.94 0.23 0.06 -0.11 0.03
278.05 3.94 0.23 0.06 -0.12 0.04
278.06 3.94 0.23 0.06 -0.13 0.04
278.07 3.94 0.23 0.06 -0.13 0.04
278.08 3.94 0.23 0.06 -0.14 0.04
278.09 3.94 0.23 0.06 -0.14 0.04
278.10 3.94 0.23 0.06 -0.15 0.04
278.11 3.95 0.22 0.06 -0.15 0.04
278.12 3.96 0.22 0.06 -0.16 0.04
278.13 3.96 0.22 0.06 -0.16 0.04
278.14 3.97 0.22 0.06 -0.17 0.04
278.15 3.98 0.22 0.06 -0.17 0.04
278.16 3.99 0.22 0.06 -0.18 0.04
278.17 3.99 0.21 0.06 -0.18 0.04
278.18 3.99 0.21 0.06 -0.18 0.04
278.19 4.00 0.21 0.06 -0.18 0.04
278.20 3.99 0.21 0.06 -0.19 0.04
278.21 3.99 0.21 0.06 -0.19 0.04
278.22 3.99 0.21 0.06 -0.19 0.05
278.23 3.98 0.20 0.07 -0.19 0.05
278.24 3.98 0.20 0.07 -0.19 0.05
278.25 3.97 0.20 0.07 -0.19 0.05
278.26 3.96 0.20 0.07 -0.19 0.05
278.27 3.95 0.20 0.07 -0.19 0.05
278.28 3.95 0.19 0.07 -0.19 0.05
278.29 3.94 0.19 0.07 -0.19 0.05
278.30 3.93 0.19 0.07 -0.19 0.05
278.31 3.93 0.19 0.07 -0.19 0.05
278.32 3.92 0.19 0.07 -0.19 0.05
278.33 3.92 0.18 0.07 -0.19 0.04
278.34 3.91 0.18 0.07 -0.19 0.04
278.35 3.91 0.18 0.07 -0.18 0.04
278.36 3.90 0.18 0.07 -0.18 0.04
278.37 3.90 0.18 0.07 -0.18 0.04
278.38 3.90 0.18 0.07 -0.18 0.04
278.39 3.90 0.17 0.07 -0.17 0.04
278.40 3.90 0.17 0.07 -0.17 0.04
278.41 3.91 0.17 0.07 -0.17 0.04
278.42 3.91 0.17 0.07 -0.16 0.04
278.43 3.92 0.17 0.07 -0.16 0.04
278.44 3.93 0.17 0.07 -0.15 0.04
278.45 3.94 0.16 0.07 -0.15 0.04
278.46 3.95 0.16 0.08 -0.14 0.04
278.47 3.96 0.16 0.08 -0.14 0.04
278.48 3.98 0.16 0.08 -0.13 0.04
278.49 3.99 0.16 0.08 -0.12 0.03
278.50 4.00 0.16 0.08 -0.12 0.03
278.51 4.00 0.16 0.08 -0.11 0.03
278.52 4.01 0.15 0.08 -0.10 0.03
278.53 4.02 0.15 0.08 -0.09 0.03
278.54 4.02 0.15 0.08 -0.09 0.03
278.55 4.03 0.15 0.08 -0.08 0.03
278.56 4.03 0.15 0.08 -0.07 0.03
278.57 4.03 0.15 0.08 -0.06 0.03
278.58 4.03 0.15 0.08 -0.05 0.03
278.59 4.03 0.15 0.08 -0.04 0.02
278.60 4.03 0.15 0.08 -0.04 0.02
278.61 4.03 0.15 0.08 -0.03 0.02
278.62 4.03 0.15 0.08 -0.02 0.02
278.63 4.02 0.15 0.08 -0.01 0.02
278.64 4.02 0.15 0.08 0.00 0.02
278.65 4.01 0.15 0.08 0.01 0.02
278.66 4.00 0.15 0.08 0.02 0.02
278.67 3.99 0.15 0.08 0.03 0.01
278.68 3.98 0.15 0.08 0.04 0.01
278.69 3.97 0.15 0.08 0.04 0.01
278.70 3.96 0.15 0.08 0.05 0.01
278.71 3.95 0.15 0.08 0.06 0.01
278.72 3.94 0.15 0.08 0.07 0.01
278.73 3.92 0.15 0.08 0.08 0.01
278.74 3.91 0.15 0.08 0.08 0.01
278.75 3.90 0.15 0.08 0.09 0.00
278.76 3.89 0.15 0.08 0.10 0.00
278.77 3.88 0.16 0.08 0.10 0.00
278.78 3.88 0.16 0.08 0.11 0.00
278.79 3.87 0.16 0.08 0.12 -0.00
278.80 3.87 0.16 0.08 0.12 -0.00
278.81 3.87 0.16 0.08 0.13 -0.00
278.82 3.86 0.16 0.08 0.14 -0.00
278.83 3.86 0.16 0.08 0.14 -0.01
278.84 3.86 0.16 0.08 0.15 -0.01
278.85 3.86 0.17 0.08 0.15 -0.01
278.86 3.86 0.17 0.08 0.16 -0.01
278.87 3.87 0.17 0.08 0.16 -0.01
278.88 3.87 0.17 0.08 0.17 -0.01
278.89 3.87 0.17 0.08 0.17 -0.01
278.90 3.88 0.17 0.08 0.18 -0.01
278.91 3.88 0.18 0.08 0.18 -0.01
278.92 3.89 0.18 0.08 0.18 -0.01
278.93 3.90 0.18 0.08 0.19 -0.01
278.94 3.91 0.18 0.08 0.19 -0.02
278.95 3.91 0.18 0.08 0.19 -0.02
278.96 3.92 0.19 0.08 0.20 -0.02
278.97 3.93 0.19 0.08 0.20 -0.02
278.98 3.94 0.19 0.08 0.20 -0.02
278.99 3.94 0.19 0.08 0.20 -0.02
279.00 3.94 0.19 0.08 0.20 -0.02
279.01 3.94 0.20 0.08 0.21 -0.02
279.02 3.94 0.20 0.08 0.21 -0.02
